,CD8_T_cell,M0_macrophage,M1_macrophage,M2_macrophage,exhausted_T_cell,naive_T_cell,tumor,Total de agentes
rule1_vs_rule4_HM2.0_5.0_rep6,30.0,1.0,19.0,222.0,625.0,40.0,1137.0,2074.0
rule1_vs_rule4_HM2.0_5.0_rep7,29.0,1.0,26.0,207.0,603.0,22.0,1093.0,1981.0
rule1_vs_rule4_HM2.0_5.0_rep8,31.0,1.0,17.0,241.0,584.0,27.0,1161.0,2062.0
rule1_vs_rule4_HM2.0_5.0_rep9,39.0,1.0,19.0,216.0,619.0,23.0,1101.0,2018.0
rule1_vs_rule4_HM5.0_0.2_rep1,28.0,3.0,34.0,257.0,511.0,19.0,1451.0,2303.0
rule1_vs_rule4_HM5.0_0.2_rep10,27.0,2.0,46.0,267.0,519.0,19.0,1348.0,2228.0
rule1_vs_rule4_HM5.0_0.2_rep2,30.0,2.0,48.0,256.0,561.0,19.0,1405.0,2321.0
rule1_vs_rule4_HM5.0_0.2_rep3,29.0,2.0,44.0,260.0,518.0,12.0,1373.0,2238.0
rule1_vs_rule4_HM5.0_0.2_rep4,35.0,2.0,46.0,237.0,543.0,19.0,1287.0,2169.0
rule1_vs_rule4_HM5.0_0.2_rep5,28.0,2.0,35.0,268.0,512.0,22.0,1415.0,2282.0
rule1_vs_rule4_HM5.0_0.2_rep6,27.0,2.0,46.0,266.0,536.0,18.0,1427.0,2322.0
rule1_vs_rule4_HM5.0_2.0_rep2,28.0,1.0,25.0,217.0,632.0,26.0,1069.0,1998.0
rule1_vs_rule4_HM5.0_2.0_rep3,27.0,1.0,24.0,211.0,660.0,14.0,1138.0,2075.0
rule1_vs_rule4_HM5.0_2.0_rep4,45.0,1.0,20.0,232.0,661.0,11.0,1106.0,2076.0
rule1_vs_rule4_HM5.0_2.0_rep5,38.0,1.0,28.0,227.0,615.0,22.0,1176.0,2107.0
rule1_vs_rule4_HM5.0_2.0_rep6,24.0,1.0,12.0,229.0,643.0,44.0,1136.0,2089.0
rule1_vs_rule4_HM5.0_2.0_rep7,36.0,1.0,26.0,222.0,625.0,23.0,1145.0,2078.0
rule1_vs_rule4_HM5.0_2.0_rep8,31.0,1.0,24.0,218.0,600.0,18.0,1139.0,2031.0
rule1_vs_rule4_HM5.0_2.0_rep9,34.0,1.0,15.0,242.0,578.0,24.0,1152.0,2046.0
rule1_vs_rule4_HM5.0_5.0_rep1,38.0,2.0,25.0,209.0,590.0,19.0,1128.0,2011.0
rule1_vs_rule4_HM5.0_5.0_rep10,33.0,1.0,22.0,227.0,675.0,21.0,1076.0,2055.0
rule1_vs_rule4_HM5.0_5.0_rep2,17.0,1.0,16.0,206.0,572.0,34.0,1156.0,2002.0
rule1_vs_rule4_HM5.0_5.0_rep3,38.0,1.0,13.0,225.0,604.0,16.0,1156.0,2053.0
rule1_vs_rule4_HM5.0_5.0_rep4,35.0,1.0,17.0,233.0,641.0,17.0,1035.0,1979.0
rule1_vs_rule4_HM5.0_5.0_rep5,41.0,1.0,16.0,232.0,615.0,27.0,1133.0,2065.0
rule1_vs_rule4_HM5.0_5.0_rep6,39.0,1.0,14.0,234.0,656.0,33.0,1134.0,2111.0
rule1_vs_rule4_HM5.0_5.0_rep7,44.0,1.0,15.0,223.0,640.0,25.0,1037.0,1985.0
rule1_vs_rule4_HM5.0_5.0_rep8,36.0,1.0,17.0,215.0,630.0,19.0,1059.0,1977.0
rule1_vs_rule4_HM5.0_5.0_rep9,31.0,1.0,19.0,239.0,604.0,28.0,1207.0,2129.0
rule1_vs_rule5_HM0.2_0.2_rep1,37.0,2.0,14.0,281.0,185.0,302.0,1519.0,2340.0
rule1_vs_rule5_HM0.2_0.2_rep10,37.0,1.0,9.0,281.0,232.0,329.0,1330.0,2219.0
rule1_vs_rule5_HM0.2_0.2_rep2,27.0,1.0,16.0,275.0,265.0,321.0,1389.0,2294.0
rule1_vs_rule5_HM0.2_0.2_rep3,38.0,1.0,6.0,256.0,220.0,319.0,1361.0,2201.0
rule1_vs_rule5_HM0.2_0.2_rep4,44.0,1.0,10.0,246.0,248.0,318.0,1412.0,2279.0
rule1_vs_rule5_HM0.2_2.0_rep1,22.0,2.0,11.0,293.0,198.0,330.0,1453.0,2309.0
rule1_vs_rule5_HM0.2_2.0_rep10,34.0,2.0,27.0,272.0,199.0,265.0,1449.0,2248.0
rule1_vs_rule5_HM0.2_2.0_rep2,33.0,1.0,16.0,292.0,205.0,363.0,1434.0,2344.0
rule1_vs_rule5_HM0.2_2.0_rep3,36.0,1.0,31.0,255.0,251.0,301.0,1407.0,2282.0
rule1_vs_rule5_HM0.2_2.0_rep4,40.0,2.0,19.0,292.0,193.0,337.0,1455.0,2338.0
rule1_vs_rule5_HM0.2_2.0_rep5,30.0,2.0,21.0,282.0,183.0,345.0,1435.0,2298.0
rule1_vs_rule5_HM0.2_2.0_rep6,43.0,1.0,12.0,270.0,225.0,293.0,1360.0,2204.0
rule1_vs_rule5_HM0.2_2.0_rep7,52.0,1.0,19.0,252.0,215.0,309.0,1367.0,2215.0
rule1_vs_rule5_HM0.2_2.0_rep8,38.0,1.0,11.0,255.0,220.0,307.0,1323.0,2155.0
rule1_vs_rule5_HM0.2_2.0_rep9,34.0,2.0,15.0,292.0,198.0,310.0,1459.0,2310.0
rule1_vs_rule5_HM0.2_5.0_rep1,43.0,1.0,19.0,252.0,229.0,310.0,1340.0,2194.0
rule1_vs_rule5_HM0.2_5.0_rep10,56.0,1.0,11.0,241.0,306.0,326.0,1283.0,2224.0
rule1_vs_rule5_HM0.2_5.0_rep2,27.0,2.0,18.0,280.0,251.0,323.0,1449.0,2350.0
rule1_vs_rule5_HM0.2_5.0_rep3,29.0,2.0,21.0,290.0,199.0,315.0,1442.0,2298.0
rule1_vs_rule5_HM0.2_5.0_rep4,39.0,1.0,15.0,268.0,225.0,317.0,1407.0,2272.0
rule1_vs_rule5_HM0.2_5.0_rep5,46.0,1.0,11.0,267.0,219.0,301.0,1365.0,2210.0
rule1_vs_rule5_HM0.2_5.0_rep6,30.0,1.0,7.0,294.0,174.0,342.0,1426.0,2274.0
rule1_vs_rule5_HM0.5_0.5_rep2,48.0,1.0,20.0,227.0,509.0,100.0,1170.0,2075.0
rule1_vs_rule5_HM0.5_0.5_rep3,39.0,1.0,29.0,233.0,497.0,76.0,1250.0,2125.0
rule1_vs_rule5_HM0.5_0.5_rep4,40.0,1.0,17.0,246.0,482.0,100.0,1273.0,2159.0
rule1_vs_rule5_HM0.5_0.5_rep5,33.0,1.0,15.0,227.0,477.0,115.0,1271.0,2139.0
rule1_vs_rule5_HM0.5_0.5_rep6,26.0,1.0,18.0,229.0,509.0,115.0,1200.0,2098.0
rule1_vs_rule5_HM0.5_0.5_rep7,23.0,1.0,21.0,228.0,475.0,98.0,1230.0,2076.0
rule1_vs_rule5_HM0.5_0.5_rep8,34.0,1.0,17.0,241.0,499.0,117.0,1242.0,2151.0
rule1_vs_rule5_HM0.5_0.5_rep9,39.0,1.0,11.0,251.0,378.0,155.0,1332.0,2167.0
rule1_vs_rule5_HM0.5_2.0_rep1,27.0,1.0,26.0,229.0,489.0,89.0,1198.0,2059.0
rule1_vs_rule5_HM0.5_2.0_rep10,32.0,1.0,17.0,228.0,455.0,113.0,1275.0,2121.0
rule1_vs_rule5_HM0.5_2.0_rep2,43.0,1.0,14.0,229.0,425.0,120.0,1268.0,2100.0
rule1_vs_rule5_HM0.5_2.0_rep3,20.0,1.0,21.0,240.0,504.0,98.0,1269.0,2153.0
rule1_vs_rule5_HM0.5_2.0_rep4,48.0,1.0,19.0,245.0,520.0,100.0,1208.0,2141.0
rule1_vs_rule5_HM0.5_2.0_rep5,40.0,1.0,29.0,224.0,484.0,90.0,1243.0,2111.0
rule1_vs_rule5_HM0.5_2.0_rep6,40.0,1.0,18.0,243.0,447.0,115.0,1280.0,2144.0
rule1_vs_rule5_HM0.5_2.0_rep7,26.0,1.0,21.0,238.0,451.0,139.0,1260.0,2136.0
rule1_vs_rule5_HM0.5_2.0_rep8,34.0,1.0,10.0,252.0,516.0,115.0,1217.0,2145.0
rule1_vs_rule5_HM0.5_2.0_rep9,46.0,1.0,22.0,226.0,475.0,90.0,1200.0,2060.0
rule1_vs_rule5_HM0.5_5.0_rep1,46.0,1.0,15.0,224.0,450.0,128.0,1228.0,2092.0
rule1_vs_rule5_HM0.5_5.0_rep10,45.0,1.0,19.0,263.0,395.0,150.0,1329.0,2202.0
rule1_vs_rule5_HM0.5_5.0_rep2,33.0,1.0,16.0,248.0,474.0,106.0,1285.0,2163.0
rule1_vs_rule5_HM0.5_5.0_rep3,45.0,1.0,23.0,232.0,486.0,90.0,1240.0,2117.0
rule1_vs_rule5_HM0.5_5.0_rep4,40.0,1.0,10.0,255.0,464.0,118.0,1232.0,2120.0
rule1_vs_rule5_HM2.0_0.5_rep1,25.0,1.0,19.0,233.0,594.0,28.0,1201.0,2101.0
rule1_vs_rule5_HM2.0_0.5_rep10,23.0,1.0,17.0,238.0,582.0,30.0,1215.0,2106.0
rule1_vs_rule5_HM2.0_0.5_rep2,45.0,1.0,24.0,225.0,573.0,19.0,1243.0,2130.0
rule1_vs_rule5_HM2.0_0.5_rep3,23.0,1.0,18.0,251.0,582.0,30.0,1201.0,2106.0
rule1_vs_rule5_HM2.0_0.5_rep4,35.0,1.0,27.0,233.0,569.0,25.0,1221.0,2111.0
rule1_vs_rule5_HM2.0_0.5_rep5,35.0,1.0,19.0,239.0,535.0,23.0,1225.0,2077.0
rule1_vs_rule5_HM2.0_0.5_rep6,30.0,1.0,34.0,219.0,634.0,20.0,1162.0,2100.0
rule1_vs_rule5_HM2.0_0.5_rep7,36.0,1.0,25.0,223.0,597.0,34.0,1215.0,2131.0
rule1_vs_rule5_HM2.0_0.5_rep8,21.0,1.0,10.0,245.0,604.0,31.0,1137.0,2049.0
rule1_vs_rule5_HM2.0_0.5_rep9,23.0,1.0,27.0,257.0,588.0,33.0,1261.0,2190.0
rule1_vs_rule5_HM2.0_2.0_rep1,24.0,1.0,25.0,263.0,535.0,34.0,1292.0,2174.0
rule1_vs_rule5_HM2.0_2.0_rep10,25.0,1.0,32.0,228.0,609.0,28.0,1235.0,2158.0
rule1_vs_rule5_HM2.0_2.0_rep2,30.0,1.0,22.0,215.0,578.0,31.0,1130.0,2007.0
rule1_vs_rule5_HM2.0_2.0_rep3,34.0,1.0,39.0,235.0,595.0,22.0,1184.0,2110.0
rule1_vs_rule5_HM2.0_2.0_rep4,32.0,1.0,30.0,229.0,601.0,27.0,1130.0,2050.0
rule1_vs_rule5_HM2.0_2.0_rep5,28.0,1.0,22.0,224.0,604.0,25.0,1235.0,2139.0
rule1_vs_rule5_HM2.0_2.0_rep6,24.0,1.0,26.0,258.0,541.0,39.0,1276.0,2165.0
rule1_vs_rule5_HM5.0_0.2_rep2,19.0,1.0,28.0,224.0,582.0,26.0,1173.0,2053.0
rule1_vs_rule5_HM5.0_0.2_rep3,17.0,1.0,21.0,246.0,610.0,28.0,1184.0,2107.0
rule1_vs_rule5_HM5.0_0.2_rep4,25.0,1.0,28.0,241.0,579.0,29.0,1199.0,2102.0
rule1_vs_rule5_HM5.0_0.2_rep5,22.0,1.0,25.0,229.0,656.0,20.0,1054.0,2007.0
rule1_vs_rule5_HM5.0_0.2_rep6,28.0,1.0,24.0,224.0,624.0,14.0,1176.0,2091.0
rule1_vs_rule5_HM5.0_0.2_rep7,37.0,1.0,31.0,224.0,595.0,23.0,1187.0,2098.0
rule1_vs_rule5_HM5.0_0.2_rep8,30.0,1.0,16.0,238.0,598.0,18.0,1176.0,2077.0
rule1_vs_rule5_HM5.0_0.2_rep9,42.0,1.0,21.0,241.0,572.0,30.0,1249.0,2156.0
rule1_vs_rule5_HM5.0_0.5_rep1,22.0,1.0,25.0,247.0,575.0,22.0,1214.0,2106.0
rule1_vs_rule5_HM5.0_0.5_rep10,31.0,1.0,16.0,236.0,600.0,18.0,1185.0,2087.0
rule1_vs_rule5_HM5.0_0.5_rep2,39.0,1.0,20.0,265.0,556.0,15.0,1254.0,2150.0
rule1_vs_rule5_HM5.0_0.5_rep3,24.0,1.0,19.0,230.0,624.0,16.0,1139.0,2053.0
rule1_vs_rule5_HM5.0_0.5_rep4,25.0,1.0,38.0,242.0,565.0,14.0,1259.0,2144.0
rule1_vs_rule5_HM5.0_0.5_rep5,31.0,1.0,17.0,246.0,609.0,27.0,1220.0,2151.0
rule1_vs_rule5_HM5.0_0.5_rep6,27.0,1.0,17.0,248.0,562.0,33.0,1264.0,2152.0
rule1_vs_rule5_HM5.0_0.5_rep7,31.0,1.0,28.0,253.0,581.0,18.0,1205.0,2117.0
rule1_vs_rule5_HM5.0_0.5_rep8,27.0,1.0,28.0,245.0,590.0,20.0,1165.0,2076.0
rule1_vs_rule5_HM5.0_0.5_rep9,33.0,1.0,14.0,239.0,568.0,28.0,1183.0,2066.0
rule1_vs_rule5_HM5.0_2.0_rep1,22.0,1.0,19.0,236.0,627.0,27.0,1165.0,2097.0
rule1_vs_rule5_HM5.0_2.0_rep10,29.0,1.0,26.0,231.0,555.0,24.0,1240.0,2106.0
rule1_vs_rule5_HM5.0_2.0_rep2,37.0,1.0,21.0,237.0,637.0,20.0,1186.0,2139.0
rule1_vs_rule5_HM5.0_2.0_rep3,24.0,1.0,13.0,243.0,528.0,32.0,1270.0,2111.0
rule1_vs_rule5_HM5.0_2.0_rep4,25.0,1.0,26.0,266.0,536.0,20.0,1274.0,2148.0
rule1_vs_rule6_HM0.2_0.2_rep1,41.0,1.0,10.0,252.0,192.0,297.0,1439.0,2232.0
rule1_vs_rule6_HM0.2_0.2_rep10,33.0,1.0,6.0,261.0,233.0,320.0,1414.0,2268.0
rule1_vs_rule6_HM0.2_0.2_rep2,33.0,2.0,10.0,284.0,192.0,298.0,1430.0,2249.0
rule1_vs_rule6_HM0.2_0.2_rep3,41.0,1.0,14.0,237.0,227.0,301.0,1321.0,2142.0
rule1_vs_rule6_HM0.2_0.2_rep4,37.0,2.0,13.0,283.0,188.0,320.0,1428.0,2271.0
rule1_vs_rule6_HM0.2_0.2_rep5,34.0,1.0,13.0,280.0,240.0,291.0,1367.0,2226.0
rule1_vs_rule6_HM0.2_0.2_rep6,28.0,1.0,11.0,286.0,190.0,299.0,1418.0,2233.0
rule1_vs_rule6_HM0.2_0.2_rep7,64.0,1.0,15.0,248.0,317.0,270.0,1304.0,2219.0
rule1_vs_rule6_HM0.2_0.2_rep8,49.0,1.0,10.0,241.0,211.0,309.0,1362.0,2183.0
rule1_vs_rule6_HM0.2_0.2_rep9,24.0,2.0,18.0,286.0,200.0,300.0,1445.0,2275.0
rule1_vs_rule6_HM0.2_0.5_rep1,22.0,2.0,18.0,288.0,191.0,323.0,1483.0,2327.0
rule1_vs_rule6_HM0.2_0.5_rep10,46.0,1.0,9.0,257.0,238.0,312.0,1362.0,2225.0
rule1_vs_rule6_HM0.2_0.5_rep2,25.0,2.0,15.0,286.0,163.0,340.0,1412.0,2243.0
rule1_vs_rule6_HM0.2_0.5_rep3,25.0,2.0,13.0,309.0,187.0,324.0,1443.0,2303.0
rule1_vs_rule6_HM0.2_0.5_rep4,37.0,1.0,11.0,258.0,237.0,317.0,1298.0,2159.0
rule1_vs_rule6_HM0.2_0.5_rep5,52.0,1.0,13.0,256.0,242.0,308.0,1382.0,2254.0
rule1_vs_rule6_HM0.2_0.5_rep6,44.0,2.0,17.0,270.0,172.0,307.0,1437.0,2249.0
rule1_vs_rule6_HM0.2_5.0_rep2,34.0,1.0,7.0,243.0,248.0,324.0,1299.0,2156.0
rule1_vs_rule6_HM0.2_5.0_rep3,30.0,3.0,13.0,280.0,174.0,317.0,1449.0,2266.0
rule1_vs_rule6_HM0.2_5.0_rep4,25.0,1.0,11.0,280.0,187.0,341.0,1444.0,2289.0
rule1_vs_rule6_HM0.2_5.0_rep5,26.0,1.0,18.0,274.0,184.0,359.0,1394.0,2256.0
rule1_vs_rule6_HM0.2_5.0_rep6,30.0,1.0,10.0,261.0,197.0,302.0,1422.0,2223.0
rule1_vs_rule6_HM0.2_5.0_rep7,25.0,2.0,3.0,302.0,170.0,325.0,1485.0,2312.0
rule1_vs_rule6_HM0.2_5.0_rep8,35.0,2.0,8.0,305.0,150.0,361.0,1495.0,2356.0
rule1_vs_rule6_HM0.2_5.0_rep9,20.0,2.0,25.0,271.0,205.0,283.0,1448.0,2254.0
rule1_vs_rule6_HM0.5_0.2_rep1,34.0,1.0,21.0,234.0,498.0,107.0,1248.0,2143.0
rule1_vs_rule6_HM0.5_0.2_rep10,38.0,1.0,17.0,241.0,456.0,107.0,1224.0,2084.0
rule1_vs_rule6_HM0.5_0.2_rep2,42.0,1.0,5.0,252.0,445.0,116.0,1246.0,2107.0
rule1_vs_rule6_HM0.5_0.2_rep3,28.0,2.0,25.0,251.0,430.0,90.0,1315.0,2141.0
rule1_vs_rule6_HM0.5_0.2_rep4,46.0,1.0,14.0,218.0,500.0,71.0,1169.0,2019.0
rule1_vs_rule6_HM0.5_0.2_rep5,46.0,1.0,21.0,260.0,440.0,126.0,1298.0,2192.0
rule1_vs_rule6_HM0.5_0.2_rep6,56.0,1.0,22.0,234.0,460.0,106.0,1291.0,2170.0
rule1_vs_rule6_HM0.5_0.2_rep7,43.0,1.0,21.0,237.0,499.0,119.0,1213.0,2133.0
rule1_vs_rule6_HM0.5_0.2_rep8,41.0,1.0,24.0,229.0,503.0,90.0,1217.0,2105.0
rule1_vs_rule6_HM0.5_0.2_rep9,41.0,1.0,15.0,234.0,426.0,111.0,1274.0,2102.0
rule1_vs_rule6_HM0.5_0.5_rep1,40.0,1.0,12.0,237.0,501.0,100.0,1189.0,2080.0
rule1_vs_rule6_HM0.5_0.5_rep10,37.0,1.0,15.0,232.0,481.0,137.0,1201.0,2104.0
rule1_vs_rule6_HM0.5_0.5_rep2,47.0,1.0,24.0,225.0,499.0,97.0,1240.0,2133.0
rule1_vs_rule6_HM0.5_0.5_rep3,43.0,1.0,19.0,229.0,524.0,88.0,1243.0,2147.0
rule1_vs_rule6_HM0.5_0.5_rep4,30.0,1.0,23.0,239.0,530.0,84.0,1131.0,2038.0
rule1_vs_rule6_HM0.5_5.0_rep1,49.0,1.0,17.0,227.0,515.0,103.0,1153.0,2065.0
rule1_vs_rule6_HM0.5_5.0_rep10,31.0,1.0,22.0,243.0,497.0,107.0,1284.0,2185.0
rule1_vs_rule6_HM0.5_5.0_rep2,26.0,1.0,17.0,245.0,476.0,129.0,1294.0,2188.0
rule1_vs_rule6_HM0.5_5.0_rep3,47.0,1.0,26.0,241.0,449.0,104.0,1236.0,2104.0
rule1_vs_rule6_HM0.5_5.0_rep4,41.0,1.0,18.0,235.0,467.0,108.0,1259.0,2129.0
rule1_vs_rule6_HM0.5_5.0_rep5,37.0,1.0,16.0,237.0,482.0,102.0,1173.0,2048.0
rule1_vs_rule6_HM0.5_5.0_rep6,41.0,1.0,18.0,250.0,500.0,98.0,1237.0,2145.0
rule1_vs_rule6_HM0.5_5.0_rep7,29.0,1.0,16.0,237.0,476.0,104.0,1228.0,2091.0
rule1_vs_rule6_HM0.5_5.0_rep8,49.0,1.0,15.0,222.0,523.0,94.0,1199.0,2103.0
rule1_vs_rule6_HM0.5_5.0_rep9,43.0,1.0,17.0,231.0,488.0,99.0,1253.0,2132.0
rule1_vs_rule6_HM2.0_0.2_rep1,26.0,1.0,23.0,249.0,575.0,26.0,1255.0,2155.0
rule1_vs_rule6_HM2.0_0.2_rep10,36.0,1.0,26.0,229.0,562.0,24.0,1195.0,2073.0
rule1_vs_rule6_HM2.0_0.2_rep2,33.0,1.0,19.0,240.0,609.0,33.0,1199.0,2134.0
rule1_vs_rule6_HM2.0_0.2_rep3,29.0,1.0,23.0,233.0,582.0,38.0,1123.0,2029.0
rule1_vs_rule6_HM2.0_0.2_rep4,27.0,1.0,21.0,236.0,592.0,25.0,1178.0,2080.0
rule1_vs_rule6_HM2.0_0.2_rep5,36.0,1.0,27.0,246.0,582.0,27.0,1187.0,2106.0
rule1_vs_rule6_HM2.0_0.2_rep6,23.0,2.0,14.0,232.0,523.0,28.0,1284.0,2106.0
rule1_vs_rule6_HM2.0_2.0_rep2,27.0,1.0,26.0,222.0,652.0,21.0,1108.0,2057.0
rule1_vs_rule6_HM2.0_2.0_rep3,38.0,1.0,19.0,245.0,594.0,21.0,1181.0,2099.0
rule1_vs_rule6_HM2.0_2.0_rep4,30.0,1.0,18.0,221.0,509.0,33.0,1208.0,2020.0
rule1_vs_rule6_HM2.0_2.0_rep5,17.0,1.0,17.0,220.0,578.0,26.0,1185.0,2044.0
rule1_vs_rule6_HM2.0_2.0_rep6,37.0,1.0,32.0,235.0,567.0,22.0,1280.0,2174.0
rule1_vs_rule6_HM2.0_2.0_rep7,33.0,1.0,31.0,226.0,618.0,18.0,1159.0,2086.0
rule1_vs_rule6_HM2.0_2.0_rep8,30.0,1.0,26.0,228.0,611.0,19.0,1199.0,2114.0
rule1_vs_rule6_HM2.0_2.0_rep9,35.0,1.0,20.0,217.0,634.0,24.0,1194.0,2125.0
rule1_vs_rule6_HM2.0_5.0_rep1,35.0,1.0,23.0,238.0,608.0,24.0,1159.0,2088.0
rule1_vs_rule6_HM2.0_5.0_rep10,42.0,1.0,22.0,243.0,569.0,16.0,1210.0,2103.0
rule1_vs_rule6_HM2.0_5.0_rep2,42.0,1.0,16.0,246.0,594.0,25.0,1232.0,2156.0
rule1_vs_rule6_HM2.0_5.0_rep3,18.0,1.0,17.0,256.0,546.0,34.0,1243.0,2115.0
rule1_vs_rule6_HM2.0_5.0_rep4,38.0,1.0,19.0,234.0,573.0,24.0,1221.0,2110.0
rule1_vs_rule6_HM2.0_5.0_rep5,38.0,1.0,25.0,254.0,561.0,29.0,1199.0,2107.0
rule1_vs_rule6_HM2.0_5.0_rep6,14.0,1.0,19.0,238.0,579.0,29.0,1215.0,2095.0
rule1_vs_rule6_HM2.0_5.0_rep7,22.0,1.0,19.0,233.0,607.0,24.0,1183.0,2089.0
rule1_vs_rule6_HM2.0_5.0_rep8,15.0,1.0,25.0,234.0,596.0,35.0,1140.0,2046.0
rule1_vs_rule6_HM2.0_5.0_rep9,31.0,1.0,25.0,215.0,584.0,26.0,1218.0,2100.0
rule1_vs_rule6_HM5.0_0.2_rep1,38.0,1.0,17.0,227.0,605.0,29.0,1163.0,2080.0
rule1_vs_rule6_HM5.0_0.2_rep10,30.0,2.0,28.0,257.0,590.0,22.0,1351.0,2280.0
rule1_vs_rule6_HM5.0_0.2_rep2,29.0,1.0,31.0,227.0,634.0,39.0,1176.0,2137.0
rule1_vs_rule6_HM5.0_0.2_rep3,43.0,1.0,26.0,216.0,597.0,24.0,1186.0,2093.0
rule1_vs_rule6_HM5.0_0.2_rep4,44.0,1.0,33.0,252.0,563.0,21.0,1208.0,2122.0
rule1_vs_rule6_HM5.0_2.0_rep1,35.0,1.0,22.0,245.0,651.0,19.0,1157.0,2130.0
rule1_vs_rule6_HM5.0_2.0_rep10,17.0,1.0,23.0,250.0,535.0,35.0,1237.0,2098.0
rule1_vs_rule6_HM5.0_2.0_rep2,30.0,1.0,13.0,245.0,563.0,28.0,1195.0,2075.0
rule1_vs_rule6_HM5.0_2.0_rep3,25.0,1.0,15.0,229.0,609.0,18.0,1206.0,2103.0
rule1_vs_rule6_HM5.0_2.0_rep4,26.0,1.0,20.0,236.0,581.0,20.0,1180.0,2064.0
rule1_vs_rule6_HM5.0_2.0_rep5,19.0,1.0,18.0,237.0,559.0,23.0,1179.0,2036.0
rule1_vs_rule6_HM5.0_2.0_rep6,44.0,1.0,28.0,227.0,585.0,20.0,1206.0,2111.0
rule1_vs_rule6_HM5.0_2.0_rep7,17.0,1.0,24.0,236.0,545.0,25.0,1244.0,2092.0
rule1_vs_rule6_HM5.0_2.0_rep8,27.0,1.0,29.0,211.0,593.0,24.0,1106.0,1991.0
rule1_vs_rule6_HM5.0_2.0_rep9,31.0,1.0,21.0,232.0,624.0,18.0,1184.0,2111.0
rule1_vs_rule6_HM5.0_5.0_rep1,21.0,1.0,20.0,240.0,585.0,23.0,1204.0,2094.0
rule1_vs_rule6_HM5.0_5.0_rep10,25.0,1.0,23.0,218.0,610.0,28.0,1222.0,2127.0
rule1_vs_rule6_HM5.0_5.0_rep2,22.0,1.0,25.0,235.0,550.0,20.0,1210.0,2063.0
rule1_vs_rule6_HM5.0_5.0_rep3,32.0,1.0,33.0,231.0,613.0,19.0,1181.0,2110.0
rule1_vs_rule6_HM5.0_5.0_rep4,11.0,1.0,25.0,220.0,669.0,28.0,1146.0,2100.0
rule1_vs_rule6_HM5.0_5.0_rep5,16.0,1.0,23.0,263.0,572.0,18.0,1255.0,2148.0
rule1_vs_rule6_HM5.0_5.0_rep6,33.0,1.0,24.0,229.0,597.0,19.0,1170.0,2073.0
rule1_vs_rule10_HM0.2_5.0_rep9,41.0,2.0,16.0,284.0,198.0,335.0,1446.0,2322.0
rule1_vs_rule10_HM0.5_2.0_rep5,28.0,1.0,20.0,243.0,486.0,105.0,1243.0,2126.0
rule1_vs_rule10_HM0.5_5.0_rep9,41.0,1.0,24.0,232.0,440.0,77.0,1267.0,2082.0
rule1_vs_rule10_HM2.0_0.5_rep7,34.0,1.0,21.0,236.0,580.0,24.0,1129.0,2025.0
rule1_vs_rule10_HM2.0_5.0_rep9,40.0,1.0,21.0,228.0,609.0,22.0,1207.0,2128.0
rule1_vs_rule10_HM5.0_2.0_rep5,49.0,1.0,16.0,222.0,611.0,28.0,1183.0,2110.0
rule1_vs_rule2_HM0.2_0.2_rep3,39.0,1.0,13.0,260.0,366.0,185.0,1273.0,2137.0
rule1_vs_rule2_HM0.2_2.0_rep5,38.0,1.0,16.0,252.0,191.0,365.0,1390.0,2253.0
rule1_vs_rule2_HM0.2_5.0_rep9,21.0,1.0,10.0,249.0,170.0,369.0,1396.0,2216.0
rule1_vs_rule2_HM0.5_2.0_rep5,42.0,1.0,18.0,242.0,386.0,176.0,1281.0,2146.0
rule1_vs_rule2_HM0.5_5.0_rep9,42.0,1.0,14.0,227.0,340.0,180.0,1347.0,2151.0
rule1_vs_rule2_HM2.0_0.5_rep7,32.0,1.0,26.0,251.0,565.0,25.0,1261.0,2161.0
rule1_vs_rule2_HM2.0_5.0_rep10,47.0,1.0,17.0,233.0,530.0,55.0,1257.0,2140.0
rule1_vs_rule2_HM5.0_0.5_rep5,40.0,1.0,28.0,248.0,588.0,18.0,1251.0,2174.0
rule1_vs_rule2_HM5.0_2.0_rep9,39.0,1.0,19.0,248.0,560.0,47.0,1292.0,2206.0
rule1_vs_rule7_HM0.2_0.5_rep2,47.0,1.0,12.0,240.0,258.0,253.0,1304.0,2115.0
rule1_vs_rule7_HM0.2_0.5_rep3,36.0,2.0,10.0,293.0,196.0,302.0,1437.0,2276.0
rule1_vs_rule7_HM0.2_0.5_rep4,38.0,2.0,23.0,283.0,181.0,329.0,1456.0,2312.0
rule1_vs_rule7_HM0.2_0.5_rep5,48.0,1.0,17.0,264.0,221.0,325.0,1365.0,2241.0
rule1_vs_rule7_HM0.2_0.5_rep6,35.0,1.0,13.0,287.0,222.0,306.0,1403.0,2267.0
rule1_vs_rule7_HM0.2_0.5_rep7,33.0,2.0,22.0,281.0,266.0,301.0,1459.0,2364.0
rule1_vs_rule7_HM0.2_0.5_rep8,42.0,1.0,14.0,268.0,251.0,296.0,1379.0,2251.0
rule1_vs_rule7_HM0.2_0.5_rep9,33.0,1.0,16.0,252.0,237.0,288.0,1383.0,2210.0
rule1_vs_rule7_HM0.2_2.0_rep1,49.0,1.0,7.0,269.0,242.0,323.0,1360.0,2251.0
rule1_vs_rule7_HM0.2_2.0_rep10,38.0,1.0,12.0,246.0,309.0,282.0,1275.0,2163.0
