,CD8_T_cell,M0_macrophage,M1_macrophage,M2_macrophage,exhausted_T_cell,naive_T_cell,tumor,Total de agentes
rule1_vs_rule9_HM2.0_2.0_rep7,30.0,1.0,22.0,226.0,595.0,25.0,1137.0,2036.0
rule1_vs_rule9_HM2.0_2.0_rep8,36.0,1.0,13.0,239.0,615.0,35.0,1199.0,2138.0
rule1_vs_rule9_HM2.0_2.0_rep9,28.0,1.0,15.0,240.0,610.0,30.0,1154.0,2078.0
rule1_vs_rule9_HM2.0_5.0_rep1,25.0,1.0,22.0,231.0,598.0,24.0,1173.0,2074.0
rule4_HM0.5_rep8,31.0,1.0,27.0,224.0,551.0,48.0,1229.0,2111.0
rule4_HM0.5_rep9,16.0,2.0,37.0,274.0,492.0,45.0,1319.0,2185.0
rule4_HM2.0_rep1,26.0,1.0,14.0,248.0,587.0,40.0,1116.0,2032.0
rule4_HM2.0_rep10,46.0,1.0,15.0,224.0,580.0,43.0,1120.0,2029.0
rule4_HM2.0_rep2,40.0,1.0,25.0,208.0,602.0,29.0,1153.0,2058.0
rule4_HM2.0_rep3,25.0,1.0,16.0,234.0,564.0,42.0,1196.0,2078.0
rule4_HM2.0_rep4,22.0,1.0,19.0,233.0,678.0,34.0,1059.0,2046.0
rule4_HM2.0_rep5,30.0,1.0,16.0,227.0,565.0,43.0,1128.0,2010.0
rule4_HM2.0_rep6,20.0,1.0,18.0,226.0,562.0,50.0,1158.0,2035.0
rule4_HM2.0_rep7,29.0,1.0,20.0,232.0,545.0,48.0,1145.0,2020.0
rule4_HM2.0_rep8,19.0,1.0,22.0,229.0,567.0,38.0,1171.0,2047.0
rule4_HM2.0_rep9,47.0,1.0,17.0,227.0,559.0,64.0,1169.0,2084.0
rule4_HM5.0_rep1,38.0,1.0,26.0,215.0,628.0,31.0,1047.0,1986.0
rule4_HM5.0_rep10,33.0,1.0,12.0,243.0,628.0,56.0,1096.0,2069.0
rule4_HM5.0_rep2,24.0,1.0,10.0,235.0,593.0,41.0,1142.0,2046.0
rule4_HM5.0_rep3,20.0,1.0,17.0,228.0,532.0,48.0,1219.0,2065.0
rule5_vs_rule9_HM0.5_5.0_rep8,27.0,1.0,16.0,238.0,592.0,47.0,1147.0,2068.0
rule5_vs_rule9_HM0.5_5.0_rep9,26.0,1.0,21.0,223.0,585.0,44.0,1179.0,2079.0
rule5_vs_rule9_HM2.0_0.2_rep1,41.0,1.0,20.0,232.0,575.0,27.0,1161.0,2057.0
rule5_vs_rule9_HM2.0_0.2_rep10,24.0,1.0,21.0,214.0,563.0,43.0,1181.0,2047.0
rule5_vs_rule9_HM2.0_0.2_rep2,32.0,1.0,19.0,222.0,599.0,35.0,1150.0,2058.0
rule5_vs_rule9_HM2.0_0.2_rep3,37.0,1.0,20.0,221.0,566.0,35.0,1165.0,2045.0
rule5_vs_rule9_HM2.0_0.2_rep4,33.0,1.0,28.0,212.0,630.0,42.0,1132.0,2078.0
rule5_vs_rule9_HM2.0_0.2_rep5,27.0,1.0,20.0,237.0,550.0,40.0,1185.0,2060.0
rule5_vs_rule9_HM2.0_0.2_rep6,32.0,1.0,33.0,244.0,541.0,39.0,1260.0,2150.0
rule5_vs_rule9_HM2.0_0.2_rep7,19.0,1.0,33.0,232.0,580.0,31.0,1173.0,2069.0
rule5_vs_rule9_HM2.0_0.2_rep8,31.0,1.0,15.0,247.0,538.0,45.0,1270.0,2147.0
rule5_vs_rule9_HM2.0_0.2_rep9,29.0,1.0,27.0,225.0,542.0,42.0,1187.0,2053.0
rule5_vs_rule9_HM2.0_0.5_rep1,25.0,1.0,13.0,241.0,570.0,67.0,1231.0,2148.0
rule6_vs_rule10_HM0.2_0.5_rep8,33.0,1.0,22.0,240.0,586.0,39.0,1106.0,2027.0
rule6_vs_rule10_HM0.2_0.5_rep9,20.0,1.0,25.0,224.0,599.0,38.0,1209.0,2116.0
rule6_vs_rule10_HM0.2_2.0_rep1,61.0,1.0,27.0,225.0,563.0,29.0,1091.0,1997.0
rule6_vs_rule10_HM0.2_2.0_rep10,39.0,1.0,25.0,215.0,549.0,57.0,1215.0,2101.0
rule6_vs_rule10_HM0.2_2.0_rep2,30.0,1.0,20.0,220.0,595.0,51.0,1140.0,2057.0
rule6_vs_rule10_HM0.2_2.0_rep3,31.0,1.0,18.0,235.0,553.0,42.0,1200.0,2080.0
rule6_vs_rule10_HM0.2_2.0_rep4,29.0,1.0,14.0,242.0,599.0,36.0,1103.0,2024.0
rule6_vs_rule10_HM0.2_2.0_rep5,21.0,1.0,18.0,246.0,577.0,61.0,1160.0,2084.0
rule6_vs_rule10_HM0.2_2.0_rep6,41.0,1.0,11.0,235.0,580.0,42.0,1186.0,2096.0
rule6_vs_rule10_HM0.2_2.0_rep7,36.0,1.0,32.0,208.0,586.0,40.0,1214.0,2117.0
rule6_vs_rule10_HM0.2_2.0_rep8,29.0,1.0,18.0,219.0,538.0,35.0,1176.0,2016.0
rule6_vs_rule10_HM0.2_2.0_rep9,22.0,1.0,26.0,258.0,535.0,34.0,1241.0,2117.0
rule6_vs_rule10_HM0.2_5.0_rep1,36.0,1.0,21.0,225.0,548.0,56.0,1226.0,2113.0
rule6_vs_rule9_HM2.0_5.0_rep8,30.0,1.0,17.0,221.0,540.0,40.0,1191.0,2040.0
rule6_vs_rule9_HM2.0_5.0_rep9,39.0,1.0,16.0,234.0,570.0,40.0,1213.0,2113.0
rule6_vs_rule9_HM5.0_0.2_rep1,22.0,1.0,29.0,231.0,540.0,60.0,1244.0,2127.0
rule6_vs_rule9_HM5.0_0.2_rep10,24.0,1.0,17.0,227.0,526.0,53.0,1272.0,2120.0
rule6_vs_rule9_HM5.0_0.2_rep2,28.0,1.0,24.0,224.0,611.0,35.0,1161.0,2084.0
rule6_vs_rule9_HM5.0_0.2_rep3,26.0,1.0,8.0,252.0,597.0,57.0,1146.0,2087.0
rule6_vs_rule9_HM5.0_0.2_rep4,34.0,1.0,23.0,232.0,561.0,59.0,1198.0,2108.0
rule6_vs_rule9_HM5.0_0.2_rep5,27.0,1.0,18.0,228.0,583.0,49.0,1215.0,2121.0
rule6_vs_rule9_HM5.0_0.2_rep6,22.0,1.0,24.0,222.0,553.0,44.0,1237.0,2103.0
rule6_vs_rule9_HM5.0_0.2_rep7,26.0,1.0,21.0,231.0,557.0,46.0,1214.0,2096.0
rule6_vs_rule9_HM5.0_0.2_rep8,40.0,1.0,25.0,225.0,577.0,51.0,1208.0,2127.0
rule6_vs_rule9_HM5.0_0.2_rep9,14.0,1.0,16.0,238.0,564.0,51.0,1151.0,2035.0
rule6_vs_rule9_HM5.0_0.5_rep1,31.0,1.0,19.0,216.0,537.0,52.0,1237.0,2093.0
rule8_vs_rule9_HM2.0_0.2_rep8,32.0,1.0,25.0,228.0,601.0,39.0,1187.0,2113.0
rule8_vs_rule9_HM2.0_0.2_rep9,34.0,1.0,24.0,231.0,579.0,34.0,1182.0,2085.0
rule8_vs_rule9_HM2.0_0.5_rep1,23.0,1.0,22.0,217.0,562.0,51.0,1233.0,2109.0
rule8_vs_rule9_HM2.0_0.5_rep10,34.0,1.0,20.0,223.0,550.0,49.0,1228.0,2105.0
rule8_vs_rule9_HM2.0_0.5_rep2,29.0,1.0,24.0,242.0,590.0,63.0,1198.0,2147.0
rule8_vs_rule9_HM2.0_0.5_rep3,30.0,1.0,21.0,232.0,555.0,66.0,1214.0,2119.0
rule8_vs_rule9_HM2.0_0.5_rep4,17.0,1.0,15.0,227.0,491.0,58.0,1295.0,2104.0
rule8_vs_rule9_HM2.0_0.5_rep5,54.0,1.0,16.0,235.0,509.0,43.0,1214.0,2072.0
rule8_vs_rule9_HM2.0_0.5_rep6,32.0,1.0,19.0,216.0,653.0,47.0,1141.0,2109.0
rule8_vs_rule9_HM2.0_0.5_rep7,28.0,1.0,22.0,241.0,561.0,32.0,1218.0,2103.0
rule8_vs_rule9_HM2.0_0.5_rep8,37.0,1.0,23.0,236.0,590.0,37.0,1197.0,2121.0
rule8_vs_rule9_HM2.0_0.5_rep9,30.0,1.0,26.0,226.0,585.0,40.0,1147.0,2055.0
rule8_vs_rule9_HM2.0_2.0_rep1,15.0,1.0,25.0,223.0,567.0,54.0,1207.0,2092.0
rule1_vs_rule2_HM2.0_0.5_rep8,32.0,1.0,23.0,240.0,604.0,20.0,1237.0,2157.0
rule1_vs_rule2_HM2.0_0.5_rep9,33.0,1.0,30.0,222.0,644.0,15.0,1187.0,2132.0
rule1_vs_rule2_HM2.0_2.0_rep1,18.0,1.0,16.0,256.0,524.0,47.0,1265.0,2127.0
rule1_vs_rule2_HM2.0_2.0_rep10,26.0,1.0,22.0,247.0,541.0,36.0,1215.0,2088.0
rule1_vs_rule2_HM2.0_2.0_rep2,35.0,1.0,27.0,222.0,601.0,49.0,1171.0,2106.0
rule1_vs_rule2_HM2.0_2.0_rep3,20.0,2.0,27.0,227.0,554.0,41.0,1229.0,2100.0
rule1_vs_rule2_HM2.0_2.0_rep4,35.0,1.0,22.0,227.0,535.0,50.0,1205.0,2075.0
rule1_vs_rule2_HM2.0_2.0_rep5,43.0,1.0,20.0,219.0,544.0,34.0,1183.0,2044.0
rule1_vs_rule2_HM2.0_2.0_rep6,29.0,1.0,21.0,229.0,607.0,25.0,1135.0,2047.0
rule1_vs_rule2_HM2.0_2.0_rep7,38.0,1.0,20.0,238.0,594.0,45.0,1214.0,2150.0
rule1_vs_rule2_HM2.0_2.0_rep8,23.0,1.0,24.0,237.0,575.0,48.0,1247.0,2155.0
rule1_vs_rule2_HM2.0_2.0_rep9,34.0,1.0,21.0,244.0,575.0,38.0,1227.0,2140.0
rule1_vs_rule2_HM2.0_5.0_rep1,28.0,1.0,23.0,231.0,486.0,50.0,1188.0,2007.0
rule1_vs_rule3_HM0.5_5.0_rep8,2853.0,,,189.0,64.0,12.0,,3118.0
rule1_vs_rule3_HM0.5_5.0_rep9,3340.0,,2.0,177.0,53.0,17.0,,3589.0
rule1_vs_rule3_HM2.0_0.2_rep1,18.0,2.0,43.0,269.0,549.0,33.0,1379.0,2293.0
rule1_vs_rule3_HM2.0_0.2_rep10,11.0,2.0,17.0,290.0,537.0,54.0,1399.0,2310.0
rule1_vs_rule3_HM2.0_0.2_rep2,9.0,2.0,24.0,280.0,561.0,49.0,1429.0,2354.0
rule1_vs_rule3_HM2.0_0.2_rep3,10.0,2.0,30.0,280.0,554.0,39.0,1462.0,2377.0
rule1_vs_rule3_HM2.0_0.2_rep4,9.0,2.0,27.0,283.0,561.0,39.0,1407.0,2328.0
rule1_vs_rule3_HM2.0_0.2_rep5,10.0,2.0,34.0,269.0,582.0,45.0,1441.0,2383.0
rule1_vs_rule3_HM2.0_0.2_rep6,10.0,2.0,19.0,279.0,534.0,42.0,1445.0,2331.0
rule1_vs_rule3_HM2.0_0.2_rep7,11.0,2.0,12.0,295.0,506.0,51.0,1479.0,2356.0
rule1_vs_rule3_HM2.0_0.2_rep8,11.0,2.0,39.0,269.0,552.0,26.0,1463.0,2362.0
rule1_vs_rule3_HM2.0_0.2_rep9,7.0,2.0,19.0,296.0,523.0,54.0,1517.0,2418.0
rule1_vs_rule3_HM2.0_0.5_rep1,20.0,2.0,42.0,256.0,543.0,30.0,1474.0,2367.0
rule1_vs_rule4_HM0.5_0.5_rep8,23.0,1.0,25.0,238.0,428.0,95.0,1316.0,2126.0
rule1_vs_rule4_HM0.5_0.5_rep9,23.0,1.0,29.0,235.0,520.0,86.0,1280.0,2174.0
rule1_vs_rule4_HM0.5_2.0_rep1,53.0,1.0,25.0,242.0,565.0,84.0,1112.0,2082.0
rule1_vs_rule4_HM0.5_2.0_rep10,34.0,1.0,21.0,234.0,455.0,111.0,1232.0,2088.0
rule1_vs_rule4_HM0.5_2.0_rep2,32.0,1.0,13.0,258.0,447.0,124.0,1228.0,2103.0
rule1_vs_rule4_HM0.5_2.0_rep3,36.0,1.0,14.0,241.0,491.0,115.0,1189.0,2087.0
rule1_vs_rule4_HM0.5_2.0_rep4,35.0,1.0,12.0,238.0,500.0,102.0,1131.0,2019.0
rule1_vs_rule4_HM0.5_2.0_rep5,40.0,1.0,15.0,250.0,461.0,103.0,1211.0,2081.0
rule1_vs_rule4_HM0.5_2.0_rep6,54.0,1.0,21.0,228.0,540.0,110.0,1161.0,2115.0
rule1_vs_rule4_HM0.5_2.0_rep7,64.0,1.0,17.0,226.0,471.0,104.0,1245.0,2128.0
rule1_vs_rule4_HM0.5_2.0_rep8,47.0,1.0,23.0,236.0,500.0,86.0,1123.0,2016.0
rule1_vs_rule4_HM0.5_2.0_rep9,38.0,1.0,19.0,240.0,521.0,88.0,1152.0,2059.0
rule1_vs_rule4_HM0.5_5.0_rep1,45.0,1.0,25.0,233.0,550.0,79.0,1121.0,2054.0
rule1_vs_rule5_HM0.2_5.0_rep8,28.0,1.0,10.0,249.0,230.0,324.0,1351.0,2193.0
rule1_vs_rule5_HM0.2_5.0_rep9,48.0,1.0,12.0,256.0,247.0,354.0,1339.0,2257.0
rule1_vs_rule5_HM0.5_0.2_rep1,62.0,1.0,26.0,218.0,525.0,84.0,1211.0,2127.0
rule1_vs_rule5_HM0.5_0.2_rep10,23.0,1.0,14.0,240.0,481.0,93.0,1204.0,2056.0
rule1_vs_rule5_HM0.5_0.2_rep2,26.0,1.0,17.0,212.0,426.0,95.0,1270.0,2047.0
rule1_vs_rule5_HM0.5_0.2_rep3,29.0,1.0,16.0,234.0,471.0,118.0,1153.0,2022.0
rule1_vs_rule5_HM0.5_0.2_rep4,38.0,1.0,28.0,225.0,459.0,106.0,1223.0,2080.0
rule1_vs_rule5_HM0.5_0.2_rep5,44.0,1.0,19.0,226.0,521.0,109.0,1176.0,2096.0
rule1_vs_rule5_HM0.5_0.2_rep6,30.0,1.0,20.0,231.0,519.0,96.0,1178.0,2075.0
rule1_vs_rule5_HM0.5_0.2_rep7,35.0,1.0,14.0,250.0,426.0,124.0,1298.0,2148.0
rule1_vs_rule5_HM0.5_0.2_rep8,35.0,1.0,26.0,228.0,442.0,100.0,1246.0,2078.0
rule1_vs_rule5_HM0.5_0.2_rep9,29.0,1.0,18.0,219.0,465.0,126.0,1291.0,2149.0
rule1_vs_rule5_HM0.5_0.5_rep1,28.0,1.0,24.0,214.0,513.0,94.0,1219.0,2093.0
rule1_vs_rule6_HM0.2_0.5_rep8,36.0,1.0,17.0,248.0,257.0,294.0,1320.0,2173.0
rule1_vs_rule6_HM0.2_0.5_rep9,17.0,2.0,5.0,301.0,158.0,337.0,1497.0,2317.0
rule1_vs_rule6_HM0.2_2.0_rep1,49.0,1.0,16.0,283.0,212.0,313.0,1388.0,2262.0
rule1_vs_rule6_HM0.2_2.0_rep10,36.0,2.0,14.0,289.0,166.0,293.0,1458.0,2258.0
rule1_vs_rule6_HM0.2_2.0_rep2,18.0,3.0,12.0,283.0,183.0,316.0,1569.0,2384.0
rule1_vs_rule6_HM0.2_2.0_rep3,33.0,2.0,12.0,302.0,218.0,314.0,1425.0,2306.0
rule1_vs_rule6_HM0.2_2.0_rep4,46.0,1.0,10.0,240.0,216.0,312.0,1361.0,2186.0
rule1_vs_rule6_HM0.2_2.0_rep5,36.0,1.0,14.0,262.0,224.0,302.0,1420.0,2259.0
rule1_vs_rule6_HM0.2_2.0_rep6,45.0,1.0,15.0,229.0,252.0,295.0,1343.0,2180.0
rule1_vs_rule6_HM0.2_2.0_rep7,47.0,2.0,9.0,296.0,224.0,327.0,1460.0,2365.0
rule1_vs_rule6_HM0.2_2.0_rep8,22.0,1.0,12.0,284.0,198.0,310.0,1421.0,2248.0
rule1_vs_rule6_HM0.2_2.0_rep9,35.0,1.0,8.0,261.0,198.0,324.0,1375.0,2202.0
rule1_vs_rule6_HM0.2_5.0_rep1,15.0,1.0,9.0,261.0,246.0,279.0,1369.0,2180.0
rule1_vs_rule6_HM5.0_5.0_rep8,30.0,1.0,21.0,234.0,574.0,22.0,1206.0,2088.0
rule1_vs_rule6_HM5.0_5.0_rep9,31.0,1.0,21.0,218.0,570.0,20.0,1189.0,2050.0
rule1_vs_rule7_HM0.2_0.2_rep1,39.0,1.0,16.0,275.0,218.0,320.0,1384.0,2253.0
rule1_vs_rule7_HM0.2_0.2_rep10,27.0,1.0,9.0,277.0,216.0,366.0,1423.0,2319.0
rule1_vs_rule7_HM0.2_0.2_rep2,55.0,1.0,7.0,263.0,257.0,295.0,1337.0,2215.0
rule1_vs_rule7_HM0.2_0.2_rep3,33.0,1.0,16.0,237.0,256.0,290.0,1333.0,2166.0
rule1_vs_rule7_HM0.2_0.2_rep4,57.0,1.0,21.0,275.0,192.0,339.0,1438.0,2323.0
rule1_vs_rule7_HM0.2_0.2_rep5,34.0,2.0,17.0,278.0,187.0,316.0,1441.0,2275.0
rule1_vs_rule7_HM0.2_0.2_rep6,43.0,2.0,15.0,281.0,191.0,339.0,1439.0,2310.0
rule1_vs_rule7_HM0.2_0.2_rep7,56.0,1.0,21.0,250.0,246.0,301.0,1364.0,2239.0
rule1_vs_rule7_HM0.2_0.2_rep8,54.0,1.0,11.0,247.0,271.0,306.0,1281.0,2171.0
rule1_vs_rule7_HM0.2_0.2_rep9,45.0,1.0,21.0,243.0,246.0,270.0,1370.0,2196.0
rule1_vs_rule7_HM0.2_0.5_rep1,33.0,1.0,15.0,248.0,234.0,300.0,1382.0,2213.0
rule1_vs_rule7_HM5.0_0.5_rep8,33.0,1.0,24.0,228.0,623.0,22.0,1168.0,2099.0
rule1_vs_rule7_HM5.0_0.5_rep9,29.0,1.0,27.0,249.0,562.0,19.0,1262.0,2149.0
rule1_vs_rule7_HM5.0_2.0_rep1,26.0,1.0,23.0,228.0,598.0,32.0,1160.0,2068.0
rule1_vs_rule7_HM5.0_2.0_rep10,28.0,1.0,25.0,240.0,593.0,23.0,1228.0,2138.0
rule1_vs_rule7_HM5.0_2.0_rep2,29.0,1.0,18.0,241.0,630.0,21.0,1161.0,2101.0
rule1_vs_rule7_HM5.0_2.0_rep3,21.0,1.0,23.0,249.0,572.0,20.0,1251.0,2137.0
rule1_vs_rule7_HM5.0_2.0_rep4,32.0,1.0,28.0,227.0,581.0,19.0,1176.0,2064.0
rule1_vs_rule7_HM5.0_2.0_rep5,23.0,1.0,20.0,238.0,617.0,20.0,1153.0,2072.0
rule1_vs_rule7_HM5.0_2.0_rep6,28.0,1.0,26.0,242.0,548.0,22.0,1149.0,2016.0
rule1_vs_rule7_HM5.0_2.0_rep7,27.0,1.0,21.0,238.0,632.0,28.0,1185.0,2132.0
rule1_vs_rule7_HM5.0_2.0_rep8,25.0,1.0,24.0,230.0,552.0,18.0,1235.0,2085.0
rule1_vs_rule7_HM5.0_2.0_rep9,33.0,1.0,16.0,224.0,649.0,19.0,1199.0,2141.0
rule1_vs_rule7_HM5.0_5.0_rep1,31.0,1.0,23.0,243.0,555.0,23.0,1175.0,2051.0
rule1_vs_rule8_HM2.0_5.0_rep8,29.0,1.0,14.0,243.0,521.0,29.0,1212.0,2049.0
rule1_vs_rule8_HM2.0_5.0_rep9,36.0,1.0,23.0,223.0,571.0,38.0,1193.0,2085.0
rule1_vs_rule8_HM5.0_0.2_rep1,27.0,1.0,14.0,245.0,594.0,23.0,1201.0,2105.0
rule1_vs_rule8_HM5.0_0.2_rep10,27.0,1.0,20.0,247.0,518.0,25.0,1235.0,2073.0
rule1_vs_rule8_HM5.0_0.2_rep2,21.0,1.0,17.0,254.0,635.0,24.0,1242.0,2194.0
rule1_vs_rule8_HM5.0_0.2_rep3,18.0,1.0,24.0,242.0,591.0,20.0,1254.0,2150.0
rule1_vs_rule8_HM5.0_0.2_rep4,29.0,1.0,23.0,235.0,530.0,26.0,1249.0,2093.0
rule1_vs_rule8_HM5.0_0.2_rep5,30.0,1.0,23.0,238.0,567.0,27.0,1223.0,2109.0
rule1_vs_rule8_HM5.0_0.2_rep6,22.0,1.0,13.0,254.0,550.0,18.0,1234.0,2092.0
rule1_vs_rule8_HM5.0_0.2_rep7,31.0,1.0,21.0,283.0,565.0,17.0,1269.0,2187.0
rule1_vs_rule8_HM5.0_0.2_rep8,23.0,1.0,23.0,223.0,628.0,24.0,1160.0,2082.0
rule1_vs_rule8_HM5.0_0.2_rep9,40.0,1.0,14.0,230.0,623.0,27.0,1188.0,2123.0
rule1_vs_rule8_HM5.0_0.5_rep1,25.0,1.0,18.0,223.0,578.0,25.0,1176.0,2046.0
rule2_vs_rule3_HM0.2_5.0_rep8,4667.0,,1.0,162.0,51.0,6.0,,4887.0
rule2_vs_rule3_HM0.2_5.0_rep9,4386.0,,1.0,174.0,33.0,4.0,,4598.0
rule2_vs_rule3_HM0.5_0.2_rep1,13.0,2.0,10.0,292.0,508.0,101.0,1436.0,2362.0
rule2_vs_rule3_HM0.5_0.2_rep10,8.0,2.0,18.0,290.0,477.0,74.0,1521.0,2390.0
rule2_vs_rule3_HM0.5_0.2_rep2,8.0,2.0,23.0,287.0,551.0,62.0,1412.0,2345.0
rule2_vs_rule3_HM0.5_0.2_rep3,11.0,2.0,28.0,292.0,499.0,59.0,1330.0,2221.0
rule2_vs_rule3_HM0.5_0.2_rep4,9.0,2.0,26.0,274.0,528.0,48.0,1413.0,2300.0
rule2_vs_rule3_HM0.5_0.2_rep5,11.0,2.0,36.0,269.0,553.0,28.0,1389.0,2288.0
rule2_vs_rule3_HM0.5_0.2_rep6,11.0,2.0,23.0,292.0,454.0,75.0,1588.0,2445.0
rule2_vs_rule3_HM0.5_0.2_rep7,8.0,2.0,24.0,283.0,517.0,54.0,1433.0,2321.0
rule2_vs_rule3_HM0.5_0.2_rep8,14.0,2.0,9.0,299.0,505.0,86.0,1494.0,2409.0
rule2_vs_rule3_HM0.5_0.2_rep9,9.0,2.0,29.0,277.0,562.0,56.0,1453.0,2388.0
rule2_vs_rule3_HM0.5_0.5_rep1,10.0,2.0,37.0,269.0,519.0,41.0,1408.0,2286.0
rule2_vs_rule4_HM0.2_0.5_rep8,21.0,1.0,40.0,258.0,536.0,17.0,1287.0,2160.0
rule2_vs_rule4_HM0.2_0.5_rep9,25.0,2.0,34.0,257.0,548.0,17.0,1297.0,2180.0
rule2_vs_rule4_HM0.2_2.0_rep1,30.0,1.0,19.0,234.0,590.0,18.0,1188.0,2080.0
rule2_vs_rule4_HM0.2_2.0_rep10,38.0,1.0,23.0,211.0,654.0,11.0,1100.0,2038.0
rule2_vs_rule4_HM0.2_2.0_rep2,28.0,1.0,22.0,239.0,619.0,9.0,1093.0,2011.0
rule2_vs_rule4_HM0.2_2.0_rep3,22.0,1.0,18.0,219.0,621.0,19.0,1109.0,2009.0
rule2_vs_rule4_HM0.2_2.0_rep4,39.0,1.0,15.0,224.0,601.0,18.0,1120.0,2018.0
